date,Skew_sharpe_3y,Trend_sharpe_3y,50% skew / 50% trend_sharpe_3y,Skew_sharpe_5y,Trend_sharpe_5y,50% skew / 50% trend_sharpe_5y,skew_trend_correlation_3y
2005-09-08,0.07252153006402574,0.7090082899283534,0.49451488723404763,0.34919569348120877,1.1877044722401942,0.979215497434043,0.41283572753466885
2005-09-09,0.019789543984944306,0.6913862636725584,0.4547163468640484,0.3416319011453646,1.1792119754597232,0.9693685735369928,0.41171091853297404
2005-09-12,0.0304472399762652,0.6868525623483964,0.45763560678671483,0.34257333382763955,1.1877712508483698,0.9752673660134249,0.4110543979521538
2005-09-13,-0.026268086605046658,0.6473767472215803,0.4020944301909568,0.3466477940309614,1.1868929593048576,0.9769055135330814,0.40908635900215207
2005-09-14,-0.02478668179224905,0.6241970236657037,0.3878342562970682,0.34965431240587824,1.2036849727904195,0.9895349797905135,0.40943466051527655
2005-09-15,0.03328491930299546,0.678200664805189,0.454602364108785,0.3707326561699793,1.2084322813017245,1.0039327349233915,0.40568230399810673
2005-09-16,0.04820580595021477,0.6937823023474015,0.4728264698155986,0.38381989293326224,1.219920686092407,1.018609213172281,0.405738357992076
2005-09-19,0.033187395363368684,0.6732275211576089,0.4517032217525407,0.4099500377983118,1.2420027704591206,1.047040185381062,0.40365480247072477
2005-09-20,7.160169995517091e-05,0.6380863125582398,0.4114121738061607,0.40022531814157736,1.2362204765422806,1.0381745935139455,0.4010580039250735
2005-09-21,0.0420646845991686,0.6798905828493566,0.46181864026216085,0.3957344911465648,1.2319551813878047,1.0329724270254745,0.3976827533056038
2005-09-22,0.030320918492432382,0.6657528067781732,0.44631559130106735,0.3816029485539802,1.2272372742253874,1.0224124597567914,0.3974642754699149
2005-09-23,0.018341357529505116,0.660280104596753,0.4362568221802534,0.3707426652764043,1.2306686634218287,1.018828903962995,0.3974858389669037
2005-09-26,0.02783620711024867,0.6605672555511152,0.4415789646886531,0.3727402754354211,1.239002352542017,1.0253247110097086,0.3976270396076322
2005-09-27,0.03221898869176486,0.6446280588446929,0.4336395940257555,0.38743135516859506,1.2292326106054339,1.0263234841722186,0.3971620123344018
2005-09-28,0.05495220487939593,0.6806854877821499,0.4692731231164418,0.3993280125509827,1.2307336519291339,1.033529832484194,0.39698337420629726
2005-09-29,0.013333829781391006,0.65713775666453,0.431619123355544,0.3979269957557424,1.2289896210035829,1.0316085733279658,0.3950896505961392
2005-09-30,0.03512116166011982,0.7000701678178365,0.4715395493411182,0.3965661462326063,1.226399624527255,1.0291176284423114,0.3923617399897191
2005-10-03,0.09198103596596838,0.7494143375224517,0.5355071508608964,0.3998014323684847,1.2239063473072689,1.0291302908251707,0.38899188103191507
2005-10-04,0.07179983138355497,0.7229665610969771,0.5074189587374868,0.41243498117744787,1.205740045544001,1.0234012708982374,0.3886207856771982
2005-10-05,0.16912878952288463,0.7798734589850105,0.6018377083427577,0.39834650986999653,1.1918119105437142,1.0067799780839586,0.37692765351623886
2005-10-06,0.14715680740822143,0.7499652970855731,0.5702535175631093,0.38121825954298727,1.1785041425495135,0.9887661791434363,0.37739355634264954
2005-10-07,0.23427905315045316,0.811136278284045,0.6584532973732609,0.41500244893864113,1.1885714319241496,1.0128187566604359,0.37546785922731724
2005-10-10,0.21870501146940252,0.8147856993776187,0.6521553801500765,0.4091708277511265,1.1728512663334767,0.9991315058298661,0.3758687694254441
2005-10-11,0.2718546084169125,0.850148209766485,0.7052001052676903,0.41583531969765686,1.189048380198755,1.0133092434955548,0.374144132450935
2005-10-12,0.2247572211726223,0.8279736869462794,0.664398435720135,0.39472179887590086,1.1642419704024884,0.9852691850302551,0.3759085252978518
2005-10-13,0.2245594335926246,0.8356497090759007,0.6692632499069182,0.396235761444263,1.1493970272151088,0.9759799398889484,0.3759264756546768
2005-10-14,0.20300963789779525,0.8052787742294203,0.6376329105540405,0.39503664959230167,1.1586749512095802,0.9814604074022711,0.3749898363600159
2005-10-17,0.24005598599074565,0.8281376484843743,0.6724116092670968,0.4023889728079459,1.1640900353634023,0.9886843313755943,0.3763374131400696
2005-10-18,0.2426856921481325,0.8100957876626864,0.662229253341206,0.40889184569119663,1.154964450642445,0.9860876682304974,0.375364075766752
2005-10-19,0.1988951942578273,0.780693430299904,0.619526092254301,0.41236012089466745,1.1751135200111575,1.0012009659295704,0.373469854369144
2005-10-20,0.189270065992875,0.7694585450301463,0.6067436577194983,0.4010847478228504,1.1650484745821565,0.9883459059159388,0.37402559842799155
2005-10-21,0.20595081866661005,0.74239682174118,0.597805978055031,0.40726222339943524,1.189667197808134,1.0074930468220427,0.37492981753589283
2005-10-24,0.2417115871402136,0.7658456006694888,0.6331547053671072,0.42035761545980554,1.1935259165557708,1.016983015612077,0.3744491392494623
2005-10-25,0.25028708984901926,0.7972014578252783,0.658588867836703,0.4058028852195625,1.213251584818917,1.022035745122477,0.37317077007406774
2005-10-26,0.26868601303823386,0.8147980133732288,0.6802184200710059,0.40734840548540474,1.2489178981788787,1.0455244679312603,0.3731740939279578
2005-10-27,0.26138217945296355,0.7949425202815402,0.6631872780424869,0.38874810146361405,1.233199751041101,1.0252659185926467,0.373579470263765
2005-10-28,0.2313901143962417,0.7690195050507616,0.6306869242014395,0.4024556263133278,1.237862667976102,1.035536911262248,0.3706858097936586
2005-10-31,0.22268154904618756,0.7620554313025778,0.6214212956317272,0.40378851230521534,1.224905041710274,1.0276520202204045,0.3705140129057993
2005-11-01,0.23246149436112948,0.7483666695124798,0.6177226617480934,0.42582154936652694,1.2152756485037082,1.0325057550800545,0.37080775617273465
2005-11-02,0.23462148520765722,0.761868930502377,0.6276925176688528,0.43032064234473877,1.2017809871055138,1.0255988454442202,0.3710580152754308
2005-11-03,0.24704044888925755,0.7951344948921275,0.6562744132120033,0.44159391886523985,1.2028931004304302,1.0321356637284216,0.37123796965772493
2005-11-04,0.31242522174531856,0.8417245991586285,0.7238670225509776,0.4475240093952549,1.2082328146114627,1.0387497647765223,0.3678825251677909
2005-11-07,0.31066743727189455,0.8407520819313794,0.7222509510505407,0.4444885744744029,1.1957931487112148,1.0288257013007727,0.36791484322660656
2005-11-08,0.2960576087111162,0.82148536895936,0.7016025164252285,0.44266298818492933,1.1802933288565702,1.0174381762282343,0.3677483858144953
2005-11-09,0.30335162273276434,0.8193751865282768,0.7042114659991237,0.43640219218602194,1.194384652487751,1.0231120760908563,0.3678123912922228
2005-11-10,0.3745534508095343,0.8532135719422428,0.766688963740315,0.456808466069845,1.1846708735482696,1.027362882784359,0.3644277756929768
2005-11-11,0.4133785736096205,0.8679441290828922,0.7981677877249157,0.45745968216974076,1.1756063133294314,1.0217475955008766,0.36346173090296
2005-11-14,0.42094983817266185,0.8758068187456379,0.807508849435088,0.46576886491523206,1.1617551530666526,1.016522840470191,0.3634942792841973
2005-11-15,0.4504840395613742,0.8959172450126086,0.8372569874501051,0.45705227643276974,1.1690889270659124,1.016430052193132,0.3624565623255077
2005-11-16,0.4113829750284898,0.8932726511662622,0.8145128986405245,0.48459115972971056,1.2003901579432033,1.052392986632059,0.36162759560677676
2005-11-17,0.49441818828878636,0.9461346000832264,0.8979425827951641,0.5019687831462453,1.190627934341755,1.0548217555364683,0.3547368030283881
2005-11-18,0.48892297653676936,0.9457558710941897,0.8947563311772404,0.5129877715899216,1.1813010207271535,1.0540030556212132,0.35453922941825156
2005-11-21,0.48141432211554314,0.9414272927421117,0.8877943543953217,0.5385749553272392,1.1816435882493435,1.0678161048147667,0.35444728430871214
2005-11-22,0.42805961629891764,0.9210658880541347,0.8448650018718307,0.5185054517643287,1.1969083549987445,1.066394675163607,0.35509446512225973
2005-11-23,0.4340966084624691,0.9148507489525062,0.8440093622426639,0.541341706510925,1.2141305123159178,1.0900548322604295,0.3551701146079312
2005-11-24,0.37580137970479705,0.9093128801171168,0.8085723825177142,0.5425373054745156,1.206355533573007,1.0854867418424297,0.35642621327065005
2005-11-25,0.37870537958315886,0.9084566349072474,0.8095691068909269,0.5715210242747176,1.2053455012258656,1.0997829775696109,0.3564798931034994
2005-11-28,0.336515390139093,0.8698319746060804,0.7611239523238654,0.5712282765472534,1.1781383229674,1.081157188259189,0.35594241766417617
2005-11-29,0.3698304779573833,0.8961675486121057,0.7966612623485316,0.5675428615476267,1.20029502135175,1.093180259659054,0.35660208165894763
2005-11-30,0.3611283847367504,0.878400696808911,0.7800979631254372,0.5634126769199449,1.2039604410424414,1.0933632651870917,0.35652743566479145
2005-12-01,0.36878086346849637,0.8774312756317546,0.7834697993720197,0.5786828180795248,1.2137687844558953,1.1076541703982592,0.3569371758398289
2005-12-02,0.3731684204138045,0.8650185885218392,0.7775078422404127,0.5802547713818322,1.2054898793250393,1.1028947223868795,0.3572882393170092
2005-12-05,0.38742667812924014,0.8766149058333934,0.7931824417122482,0.5943136511742969,1.199656103855555,1.106403746926491,0.35674244247877
2005-12-06,0.376686515394606,0.8600155253510051,0.7764154105043494,0.6051632672333875,1.1815223773138255,1.0997352137273193,0.3563624643025311
2005-12-07,0.3577214086842003,0.8543099588450407,0.7626278928542016,0.6040792574460018,1.1953481175898053,1.10804353177536,0.3554506098094026
2005-12-08,0.3032644187670105,0.8056601153376065,0.7010513564220798,0.5856789904422167,1.1860363616408407,1.0920232567556882,0.35375328930328553
2005-12-09,0.32341489576442095,0.8318513264839305,0.7293551687716037,0.6274750717884898,1.185271008635033,1.1131233452574423,0.3539326487305149
2005-12-12,0.2997445329199857,0.8043344496381066,0.69760080468543,0.6109845224040187,1.1675594943346994,1.0923339518866035,0.3555843919213792
2005-12-13,0.27574653474275906,0.783668304126185,0.6712003443947929,0.620673493367472,1.1771712237554668,1.1037817991628738,0.35411217794136335
2005-12-14,0.20136211106460508,0.7283516843850951,0.5929172125413483,0.5937556220086391,1.1566938842619585,1.0752573420773999,0.35697629202153747
2005-12-15,0.1575349585007451,0.7002635918828275,0.5509458816022993,0.5989715123192755,1.1645285794029958,1.083210805042047,0.35464277201532657
2005-12-16,0.1459610096074335,0.6823874301184312,0.5327373359203101,0.5824597171911482,1.1547634010890733,1.0680225359094726,0.35489275095069733
2005-12-19,0.15528085031081762,0.6706317389312756,0.5300851025963007,0.5782173665791245,1.1523194469907057,1.06419910716583,0.3546418091776355
2005-12-20,0.29532062915616925,0.7492945114504355,0.6651084861264263,0.6024110294853386,1.1139956506925242,1.0484409779649204,0.33891011422399486
2005-12-21,0.31701388542360615,0.7328978851115932,0.6655001985550435,0.5796799729063693,1.1601107350755786,1.063602576903791,0.34042428766429955
2005-12-22,0.3504744302940985,0.7290004417207058,0.6813370985910865,0.5901496080402789,1.1357139377743861,1.0525228220657772,0.3404120842357151
2005-12-23,0.3488333864587681,0.7228627972450311,0.6763188658307354,0.5980911179747492,1.1141451948709338,1.0420668635290211,0.3404269371189328
2005-12-27,0.3577544786312769,0.6699347137253996,0.6450920377746946,0.6084037280597585,1.1110649527449419,1.045538153776123,0.3415377789324933
2005-12-28,0.42127618717194554,0.7344780296550464,0.7247581750344689,0.5963753567042908,1.1237193109773065,1.0473641700503713,0.33605172835288205
2005-12-29,0.38332243456068193,0.7359197186733776,0.7045341824912584,0.5753131070279027,1.1259607910159086,1.0373636995283488,0.33833082241881807
2005-12-30,0.36041582436189623,0.7545008875187353,0.7041422988139509,0.5783825754299292,1.1205072686647888,1.035345238926776,0.3398255680472514
2006-01-03,0.31948927685113887,0.7421952587848185,0.6733256383417617,0.549367699115235,1.1165619612953575,1.0173839286574653,0.3399887716644011
2006-01-04,0.32118084144983955,0.7303116044182683,0.6662051958550246,0.5543705711742468,1.1004045612548792,1.009104689750358,0.34014903011799963
2006-01-05,0.2992287695551429,0.7073811882267181,0.6389065036970888,0.5489673236806848,1.0889860493573078,0.9987609037276938,0.3395355441946026
2006-01-06,0.26419681621149205,0.6934591914436753,0.6109547315832592,0.5429931964587807,1.1059934013805093,1.0067021012247082,0.33731693540616786
2006-01-09,0.27140145204987837,0.6761626322321741,0.6030619624569705,0.5449260943168928,1.1044844992529546,1.006711510377909,0.33769628804036517
2006-01-10,0.2461859881739892,0.6550769414056177,0.5752357135853511,0.5612563640608391,1.1263596377422525,1.0299516183204498,0.3368751372528916
2006-01-11,0.2517033764722539,0.6552260361585245,0.5783627061176021,0.5532654337554015,1.1298549519060954,1.0280172708828401,0.3369510192289206
2006-01-12,0.20855304848742304,0.6032240986083706,0.5202710984978621,0.5408160598362913,1.1148540317587194,1.0117363099601242,0.33400647270856015
2006-01-13,0.18829430396634847,0.6133485400641348,0.5157242265113609,0.5369250587305958,1.1013980239493126,1.0008916228994817,0.33534336426817507
2006-01-16,0.20959878493773385,0.6075434332295424,0.5234391466078047,0.5360525884932346,1.0844228677624994,0.989155364907863,0.33596996796889794
2006-01-17,0.24044873168321793,0.6375733244052157,0.5605730055057921,0.5536807740422605,1.0892243484917985,1.001443244141324,0.3357881700060109
2006-01-18,0.235591151727547,0.592147017884477,0.5269546604263188,0.5554920074277995,1.0907071749641222,1.0033802931368434,0.3368406084721778
2006-01-19,0.25713734573592356,0.6181758272150168,0.5562834432395285,0.560480636685235,1.0911902462484304,1.0062418651919556,0.33689178879223014
2006-01-20,0.23353032216663738,0.5995143648999733,0.5305432451673852,0.5484290809732415,1.085047369029154,0.9956766746754878,0.3381539418673365
2006-01-23,0.19290768864176455,0.545944328960847,0.4725252208463754,0.5320692006232692,1.0726170349303208,0.9789938680181433,0.3359596705390988
2006-01-24,0.212018218353428,0.5640815295761095,0.4953194315202213,0.5301500410094426,1.0692507021180706,0.9758009436104678,0.33514583517061686
2006-01-25,0.20461062451404097,0.5731057807678265,0.49734908965641034,0.5312973752436484,1.0770829138665081,0.9814549165838279,0.33540259697708213
2006-01-26,0.1936356519773052,0.5769967350251187,0.4940671280405533,0.531876413576092,1.0730801806458052,0.9791144111568894,0.3352137719043036
2006-01-27,0.28792775231020673,0.6291732927640425,0.5810563129336953,0.535907299913399,1.0651023727661826,0.9760231032704118,0.3346201296581496
2006-01-30,0.29286761745110257,0.6410286422245015,0.5916912777174326,0.5416991695598377,1.0609561628185928,0.9762179851361692,0.33493029077886394
2006-01-31,0.23543490751080112,0.6411272265277841,0.5600017975375757,0.5469476708872727,1.0597541853592871,0.9782284663582196,0.33774658314933137
2006-02-01,0.2196540510426092,0.6159653293710733,0.5348585967503541,0.548632986839905,1.0678439721454362,0.9842534468273895,0.3353451997794132
2006-02-02,0.2772944264292226,0.6401303709659678,0.5837012297456097,0.5470212740087869,1.081210124906376,0.9919045083021237,0.3322568628137294
2006-02-03,0.30363732252947856,0.6653477450420279,0.6152504931284365,0.5435167687579593,1.0849646396395376,0.9924390799213676,0.33147181378657675
2006-02-06,0.2851132805553634,0.6649283441803571,0.6050076990899406,0.5525022557799775,1.0820792616586157,0.9951645850212527,0.331302095544154
2006-02-07,0.24342405380451101,0.6369011351377997,0.562993873261501,0.5307729104128395,1.0587182334544272,0.9682518419206191,0.332260721249582
2006-02-08,0.28654723975914154,0.6807878847149442,0.616412976173102,0.5526632838086368,1.054276588357197,0.9764537665463834,0.33109916884189283
2006-02-09,0.26343862839300763,0.663116286521176,0.5921991115060389,0.5616243009482311,1.0483870779345552,0.9772374676181926,0.3298285592555374
2006-02-10,0.2514608486843245,0.6607162182820084,0.5839557152128615,0.5561852336291228,1.0397653894197412,0.9686810749597681,0.329980337532259
2006-02-13,0.23010104268011616,0.6219619752409563,0.5462437970358544,0.565303218199458,1.0317884516203193,0.9682588974282698,0.32891205016242275
2006-02-14,0.23845801933457872,0.6585689764292063,0.5751350936567732,0.5684248660235867,1.0320863593282348,0.9700635831511324,0.3303134733098167
2006-02-15,0.20646943030678022,0.6429673826960822,0.5472263189115737,0.5554858164730518,1.0305035849596995,0.9621115799983826,0.3304708283153116
2006-02-16,0.21806031641107426,0.6189061737763283,0.537058375257299,0.5576092057665492,1.0390067320797387,0.9686914880978413,0.331174051903644
2006-02-17,0.18521871230219253,0.5991853443723654,0.505900465151511,0.5434946879421144,1.0390497901536386,0.9611650327464433,0.3309306322426383
2006-02-20,0.16528041717360292,0.5707020556675009,0.47577842168805096,0.5358502629114247,1.041611216730181,0.9587568457899388,0.3303508608342133
2006-02-21,0.17008289396881499,0.5768593284427215,0.48256693320020805,0.5400217567368754,1.0562573063982905,0.9704642795252242,0.33042221565929225
2006-02-22,0.17071896678599754,0.5796590569151157,0.4847896306858431,0.5452443013780712,1.037792641185494,0.9609229340177182,0.33050567804886
2006-02-23,0.09045095012092413,0.554430024446077,0.42414952252202376,0.5355617965756307,1.0365888303216155,0.9549789029871683,0.3294459798013114
2006-02-24,0.10207752541403728,0.5677758893097997,0.43952232327634855,0.5386542871736579,1.0413337185830704,0.9596733769071918,0.32936840062981143
2006-02-27,0.10211296281290595,0.5713530762594675,0.44195496568884757,0.5184900755620315,1.0242853813785344,0.9381499225967497,0.32930563552615366
2006-02-28,0.17234580574257885,0.6353775780941636,0.5267737847667888,0.5049002427179263,1.0054038926551032,0.9185574731990116,0.3150948798883202
2006-03-01,0.18054896663076817,0.6628832236417873,0.5495376799646641,0.5100571086980171,0.9837110421618801,0.9069087845479774,0.31687816361136506
2006-03-02,0.22478196260380512,0.7347896350330766,0.6242360478197346,0.5013290278719525,0.947331014472395,0.8779213022193659,0.30827255172273477
2006-03-03,0.26099878907477236,0.7682665928893465,0.667710925726448,0.4950576106963563,0.9233327828372919,0.8588974293363577,0.3057623804641002
2006-03-06,0.2788666324467982,0.8056085571114316,0.7029800612908443,0.5068155819022807,0.9431126816332365,0.8779350386970598,0.30520625708236304
2006-03-07,0.32460633082400975,0.8134860433816945,0.7335826599797209,0.5127595811431108,0.9490844797845603,0.8848659921729328,0.30561743507255357
2006-03-08,0.35818377862232376,0.8748926708970605,0.7951268805807145,0.5071801069195293,0.9245877640243779,0.8657761912475953,0.3001786479178303
2006-03-09,0.2653441281429463,0.8191502436448539,0.7096964818192711,0.5106554886157453,0.898283696632277,0.8501137028090736,0.2901649329693742
2006-03-10,0.30869527443373673,0.8354504641039229,0.7448615198082097,0.5301917514063692,0.9229673251598955,0.8762941025658361,0.29026292864420455
2006-03-13,0.29675736065462094,0.8369966485297663,0.7395158019115117,0.5382175396670901,0.9523040250409244,0.8993131931430345,0.2898675266051766
2006-03-14,0.24987365093192293,0.7977320589419438,0.6865555200302376,0.5307128975520192,0.9715447683329412,0.9074640193838717,0.2894571398867702
2006-03-15,0.22146277094323433,0.7706731447292984,0.6527148685093822,0.5272462915230005,0.9556832025966594,0.89536384924605,0.28767283886022965
2006-03-16,0.16814253897704395,0.6913358805222138,0.5677246767330468,0.5057984411472867,0.9315154012066401,0.8681976715649556,0.2859950996992393
2006-03-17,0.1909409452687994,0.701492225876289,0.5875639217614794,0.5105740307550011,0.8974879945358125,0.84798727956818,0.28544761856676304
2006-03-20,0.27215103210456243,0.7624845780045854,0.676825133849412,0.5066461135576963,0.9111492168151926,0.854432441676935,0.27845679953739444
2006-03-21,0.2627862121817652,0.7696749805568011,0.6764312842166409,0.51059929709769,0.9135184713371497,0.8580407919325872,0.2791200897980733
2006-03-22,0.2827123571559454,0.7774387004476608,0.6929207602326674,0.518016785505973,0.9185636597189372,0.8652166550882653,0.27905014822614566
2006-03-23,0.373047241924592,0.8290330174874809,0.7789078659230192,0.5475963055551025,0.9527799294341708,0.9026241620239963,0.280078786896022
2006-03-24,0.32897105527583476,0.7829563580599881,0.7231141536472006,0.5420086406283376,0.9233445408112543,0.8804731038737056,0.27862216863739503
2006-03-27,0.2971223857879009,0.7525594668084578,0.6851181509459678,0.5456209947448771,0.9312879902719267,0.8874840782987143,0.27598113652001033
2006-03-28,0.3221423096120799,0.78821089769649,0.7236156905949885,0.5640432287567159,0.9563953329291955,0.913432139562109,0.27629692330983874
2006-03-29,0.3521284357068799,0.8259256985307766,0.7660624842016526,0.5795300271979257,0.9792755819836289,0.9361871391066673,0.27700835012395253
2006-03-30,0.38396819964287515,0.8496038840810898,0.8008770523033045,0.5819609400393241,1.000825911669075,0.9512221921601145,0.27510522545266713
2006-03-31,0.386634430558802,0.8268246222626593,0.786348338158671,0.5811420119994732,1.0090282972280793,0.9560204709881632,0.2759297995669831
2006-04-03,0.3760972491188427,0.8337897046317043,0.7853864811784236,0.5866515522739179,1.0024725930092289,0.9545665771428942,0.27602716306226327
2006-04-04,0.3809524943124742,0.8257640310408205,0.7824065630021543,0.5815630492366252,1.003251326731918,0.9523371451094338,0.27670848143073645
2006-04-05,0.3714636799692566,0.8311704553349094,0.7807287201187026,0.6213003011261584,1.0307232796600767,0.9921079707704396,0.27719501972618155
2006-04-06,0.40432094107107747,0.8387092191962437,0.803919550472796,0.6399152190029244,1.0386005958291513,1.0069642980920497,0.2781401911172645
2006-04-07,0.42215594792618133,0.8639160849250315,0.8312765013006846,0.6314392658054997,1.0182452092328151,0.9894486970383495,0.27807456716157736
2006-04-10,0.3824855320247546,0.8488951971001094,0.8002027301665353,0.6407157361831478,1.0258705586095542,0.9992205755571629,0.27469656836463335
2006-04-11,0.3282256617407078,0.8284486051544568,0.7557595838264022,0.6277796404515059,1.0279109144087841,0.9933769610075568,0.27600026285860707
2006-04-12,0.3582398587838867,0.8661919975900654,0.7985546420825171,0.6322914888728616,1.037135039972951,1.0016229258485585,0.2758257605332419
2006-04-13,0.3998739802236185,0.8609663267750268,0.8179031661753503,0.6477783786189066,1.0403656585989334,1.0119682434948052,0.27711475750708636
2006-04-17,0.3583881586560274,0.810794943996263,0.7609959186224834,0.6385284528692737,1.0488859248101832,1.0122478774548702,0.2739160479175969
2006-04-18,0.3590408842777647,0.7853219367826143,0.7436026548972873,0.641636583585164,1.0511985772616192,1.015402722758927,0.2741044273474609
2006-04-19,0.3959398894307283,0.814531776813148,0.7849563523980134,0.6440024947078316,1.0656484096999568,1.0259530517723647,0.2726972746836821
2006-04-20,0.4115221612096355,0.7924377878676127,0.7778237260116578,0.638380401134286,1.0496113958004902,1.0127469862312821,0.27381094541221873
2006-04-21,0.39747471425212866,0.7703124592248352,0.7549271901436784,0.6488759332886367,1.0595319310061635,1.0247517378021787,0.2727604409454629
2006-04-24,0.34379157532938115,0.7125554443533503,0.6843476932219985,0.628143030851928,1.0325493003362451,0.9959417426895572,0.2747015484821468
2006-04-25,0.34017053744906806,0.7230411227431519,0.6895050821737972,0.6448048176129185,1.03219858369918,1.004203171434545,0.2753792199926767
2006-04-26,0.4081988566805411,0.7041636008100352,0.7126253104909438,0.6541547981259703,1.0294764443160758,1.0073132537196927,0.2822297749864593
2006-04-27,0.390011245176452,0.6656265630404641,0.675323797937155,0.6473983325713689,1.0157036620891453,0.994680036560898,0.28454842264725827
2006-04-28,0.3789458300141343,0.6460679385667621,0.6555616118319396,0.6474566918135783,1.02662190781554,1.0016305773531593,0.2851835190803856
2006-05-01,0.34822366232111557,0.6291373644754419,0.6275082191429607,0.6405869889654736,1.035531088496302,1.0036701865289732,0.28274793314503277
2006-05-02,0.3832401612588399,0.6397780400808242,0.6543810305282999,0.6500288647605557,1.044579500178733,1.0145801927458298,0.2826384221475017
2006-05-03,0.3530592925412988,0.6071742383112901,0.6158540793055958,0.6775211585621417,1.0606731164884082,1.0398918251089646,0.2797143804746577
2006-05-04,0.291037548885517,0.6050066604768836,0.5804768154811389,0.6816270637538591,1.0744231903148587,1.050795396373281,0.2805549539053949
2006-05-05,0.2631272939694586,0.5629682671364442,0.5361088496833705,0.7109722108166271,1.0829623799088397,1.072235128904127,0.27896419057825445
2006-05-08,0.2731574584122542,0.5807808927045651,0.5541407824867313,0.7167191891577884,1.0824219332783127,1.0748901018796622,0.27841461123136824
2006-05-09,0.2517679337207248,0.598989349943054,0.5548805524317625,0.7162244779111595,1.0722650970015746,1.0680245660547016,0.2794276174646788
2006-05-10,0.23888311750296956,0.5908254047652272,0.54208457018674,0.6931762304417548,1.0649352410659658,1.0511072067088187,0.279520665003491
2006-05-11,0.26149923886870774,0.6185358424442124,0.5742990384213003,0.6877223228732444,1.0822978539764312,1.059256791925143,0.2775180915536596
2006-05-12,0.2246040016295973,0.6305087341138396,0.5616829809896612,0.6792499259136104,1.0665657462964462,1.044424675992898,0.27960207159142236
2006-05-15,0.1959376440923322,0.5624092744978243,0.4984274916283922,0.6612821481356833,1.03967966848696,1.0176984918810463,0.2791918693178797
2006-05-16,0.1988945508807522,0.5858397771558371,0.51638078017117,0.6365667457244534,1.0226806189235151,0.9938087624523175,0.2782348032343316
2006-05-17,0.22106784436310908,0.6090765252950157,0.5448662887124321,0.6144452865884523,1.018960305218878,0.97982358808353,0.2776681966704088
2006-05-18,0.14779364549944227,0.5764168289934748,0.48201905147826074,0.5990361075385395,1.0143151157135404,0.9684676997785915,0.2777924221900533
2006-05-19,0.1451388983187222,0.5790871369299236,0.4823884331069444,0.6005809306839273,0.9988638676262196,0.9593489141189095,0.27794360895675074
2006-05-22,0.15383261103471949,0.5605054225547473,0.47391512121923907,0.5947086375010647,0.9902299544073897,0.9505738390491563,0.27999447443341385
2006-05-23,0.17985310639715074,0.5747977072958085,0.49815610412798494,0.5871620902787528,0.9956612165173337,0.9500815297086975,0.2805511093525452
2006-05-24,0.12862860886621405,0.5246408164148051,0.43606154862843877,0.5996256476260227,0.9916792581699508,0.9544315018571218,0.27787957892357756
2006-05-25,0.1383131762081426,0.512217309285409,0.43261353887516923,0.614816113469487,0.9925667581986546,0.962971912533189,0.27812082405379907
2006-05-26,0.17799891951837699,0.49734971547931833,0.4440069948995943,0.6004673609073238,0.9696459068661255,0.9411312556831575,0.278863131507292
2006-05-29,0.18821097513012158,0.4933101953453197,0.4467932675155582,0.6018336558179852,0.9672661806001547,0.9403206230634183,0.2790473417059278
2006-05-30,0.07741333053127993,0.5157490899189477,0.40243817953228805,0.5980829450746598,0.9794079128071075,0.9463487733487916,0.2831957004161643
2006-05-31,0.14001607036917035,0.5526460053770176,0.46274941418947696,0.6133215651777353,0.9737104647063728,0.9507137688556818,0.28050383567527565
2006-06-01,0.20765812955680554,0.5631078662979278,0.5081422125986849,0.6233751393118413,0.9478411884138856,0.939359451326657,0.27627678594332605
2006-06-02,0.21945074127956518,0.5520055318431618,0.5069073232203096,0.6040788802882989,0.9344675995812451,0.9202000085188632,0.27660769658234796
2006-06-05,0.20252778985197767,0.5464839191399566,0.49402059168841594,0.6051051631223454,0.9403475394526412,0.924482805413559,0.2759474065395527
2006-06-06,0.19989818526076428,0.5632617446785989,0.5041991237523397,0.6132978745420751,0.9286778231475113,0.9212608425764106,0.2764975018681034
2006-06-07,0.14296423157490398,0.5473550980728906,0.46279170162625566,0.6227138745391821,0.9299774122117032,0.9271290856410143,0.2757038154044008
2006-06-08,0.1111516588719316,0.5371051386794651,0.43830680699293134,0.6117067906507723,0.8987803668395833,0.9013413759513331,0.27690208053927656
2006-06-09,0.1378573115082024,0.5416598151222556,0.45618529774884553,0.6199282490134854,0.8954448734130332,0.9035289010784683,0.27657333347296587
2006-06-12,0.16442221462791193,0.6129403257377356,0.5207401064377556,0.6290425788997581,0.9106998436197814,0.9182820416671064,0.2722369349724707
2006-06-13,0.13714722764208764,0.6023734670060796,0.49821414090879373,0.6088139210910355,0.9117895359474366,0.9078974148293991,0.2732616829669263
2006-06-14,0.1190865124620766,0.590998944360405,0.4809017334073414,0.6181146504163368,0.9301475880617354,0.9244338585883083,0.2708304191011482
2006-06-15,0.17175843247948228,0.5804016969625265,0.5017878998179274,0.6542252099823384,0.9544425571064601,0.95958842770492,0.2721727514577086
2006-06-16,0.19346303468544815,0.6034535228090477,0.5299178255104511,0.6459957546502664,0.965655064319402,0.9622733924508433,0.271919405790195
2006-06-19,0.18706542431017661,0.6321812242607336,0.5463641036381475,0.6432157118130908,0.9719009229552191,0.9647595264087038,0.27271203297371377
